,0,1,2
7394,C:\Users\dhiae\RANZ_kaggle\data\0.23650367558002472__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev983;1.png,0,3.0
2098,C:\Users\dhiae\RANZ_kaggle\data\-0.6573302149772644__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev321;1.png,0,30.0
4649,C:\Users\dhiae\RANZ_kaggle\data\-1.4621683359146118__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev593;1.png,0,30.0
7844,C:\Users\dhiae\RANZ_kaggle\data\0.36054709553718567__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev547;1.png,0,10.0
199,C:\Users\dhiae\RANZ_kaggle\data\-0.07159999758005142__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev378;1.png,1,6.0
7909,C:\Users\dhiae\RANZ_kaggle\data\0.37928733229637146__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev727;1.png,0,3.0
224,C:\Users\dhiae\RANZ_kaggle\data\-0.07795680314302444__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev489;1.png,0,3.0
7567,C:\Users\dhiae\RANZ_kaggle\data\0.2863999903202057__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev387;1.png,1,20.0
3343,C:\Users\dhiae\RANZ_kaggle\data\-1.051900029182434__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev796;1.png,1,20.0
7027,C:\Users\dhiae\RANZ_kaggle\data\0.12479999661445618__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev963;1.png,1,6.0
1358,C:\Users\dhiae\RANZ_kaggle\data\-0.4306440055370331__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev586;1.png,0,30.0
2006,C:\Users\dhiae\RANZ_kaggle\data\-0.6327015161514282__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev386;1.png,0,30.0
11065,C:\Users\dhiae\RANZ_kaggle\data\1.3597999811172485__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev266;1.png,1,20.0
10628,C:\Users\dhiae\RANZ_kaggle\data\1.218400001525879__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev742;1.png,1,20.0
11976,C:\Users\dhiae\RANZ_kaggle\data\1.8243000507354736__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev675;1.png,1,6.0
12773,C:\Users\dhiae\RANZ_kaggle\data\2.5613999366760254__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev689;1.png,1,20.0
2730,C:\Users\dhiae\RANZ_kaggle\data\-0.8666643500328064__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev987;1.png,0,3.0
9394,C:\Users\dhiae\RANZ_kaggle\data\0.8309657573699951__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev386;1.png,0,10.0
11068,C:\Users\dhiae\RANZ_kaggle\data\1.3602486848831177__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev791;1.png,0,30.0
4693,C:\Users\dhiae\RANZ_kaggle\data\-1.4785000085830688__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev840;1.png,1,20.0
3510,C:\Users\dhiae\RANZ_kaggle\data\-1.102864384651184__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev710;1.png,0,30.0
9616,C:\Users\dhiae\RANZ_kaggle\data\0.8996354341506958__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev434;1.png,0,3.0
8170,C:\Users\dhiae\RANZ_kaggle\data\0.46225297451019287__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev199;1.png,0,10.0
12458,C:\Users\dhiae\RANZ_kaggle\data\2.2878000736236572__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev782;1.png,1,20.0
7898,C:\Users\dhiae\RANZ_kaggle\data\0.3764908015727997__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev544;1.png,0,30.0
2221,C:\Users\dhiae\RANZ_kaggle\data\-0.7073862552642822__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev978;1.png,0,30.0
4250,C:\Users\dhiae\RANZ_kaggle\data\-1.3387000560760498__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev481;1.png,1,20.0
9361,C:\Users\dhiae\RANZ_kaggle\data\0.8225580453872681__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev209;1.png,0,10.0
5749,C:\Users\dhiae\RANZ_kaggle\data\-2.2904999256134033__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev300;1.png,1,6.0
12329,C:\Users\dhiae\RANZ_kaggle\data\2.1582000255584717__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev961;1.png,1,1.0
8635,C:\Users\dhiae\RANZ_kaggle\data\0.5999412536621094__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev314;1.png,0,30.0
7252,C:\Users\dhiae\RANZ_kaggle\data\0.19250376522541046__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev194;1.png,0,3.0
1832,C:\Users\dhiae\RANZ_kaggle\data\-0.5752000212669373__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev978;1.png,1,6.0
4130,C:\Users\dhiae\RANZ_kaggle\data\-1.2962557077407837__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev961;1.png,0,10.0
6536,C:\Users\dhiae\RANZ_kaggle\data\-3.064500093460083__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev294;1.png,1,1.0
5425,C:\Users\dhiae\RANZ_kaggle\data\-1.9638999700546265__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev378;1.png,1,6.0
11817,C:\Users\dhiae\RANZ_kaggle\data\1.6832000017166138__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev723;1.png,1,20.0
6165,C:\Users\dhiae\RANZ_kaggle\data\-2.6949000358581543__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev834;1.png,1,6.0
4498,C:\Users\dhiae\RANZ_kaggle\data\-1.4164955615997314__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev339;1.png,0,10.0
12260,C:\Users\dhiae\RANZ_kaggle\data\2.097599983215332__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev880;1.png,1,20.0
5229,C:\Users\dhiae\RANZ_kaggle\data\-1.7965999841690063__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev494;1.png,1,6.0
8356,C:\Users\dhiae\RANZ_kaggle\data\0.5183234214782715__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev906;1.png,0,3.0
6503,C:\Users\dhiae\RANZ_kaggle\data\-3.0304999351501465__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev539;1.png,1,20.0
7862,C:\Users\dhiae\RANZ_kaggle\data\0.368645042181015__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev232;1.png,0,30.0
11985,C:\Users\dhiae\RANZ_kaggle\data\1.833899974822998__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev948;1.png,1,20.0
3123,C:\Users\dhiae\RANZ_kaggle\data\-0.9917927384376526__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev804;1.png,0,10.0
11900,C:\Users\dhiae\RANZ_kaggle\data\1.7589999437332153__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev490;1.png,1,1.0
8143,C:\Users\dhiae\RANZ_kaggle\data\0.453900009393692__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev607;1.png,1,1.0
12450,C:\Users\dhiae\RANZ_kaggle\data\2.28410005569458__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev135;1.png,1,6.0
7405,C:\Users\dhiae\RANZ_kaggle\data\0.23979373276233673__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev425;1.png,0,3.0
4757,C:\Users\dhiae\RANZ_kaggle\data\-1.501099944114685__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev798;1.png,1,6.0
5618,C:\Users\dhiae\RANZ_kaggle\data\-2.1621999740600586__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev711;1.png,1,20.0
2525,C:\Users\dhiae\RANZ_kaggle\data\-0.8053953051567078__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev149;1.png,0,3.0
1995,C:\Users\dhiae\RANZ_kaggle\data\-0.6297352313995361__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev373;1.png,0,10.0
7197,C:\Users\dhiae\RANZ_kaggle\data\0.17880000174045563__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev634;1.png,1,6.0
13240,C:\Users\dhiae\RANZ_kaggle\data\2.9774999618530273__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev782;1.png,1,6.0
5233,C:\Users\dhiae\RANZ_kaggle\data\-1.8040000200271606__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev835;1.png,1,6.0
8600,C:\Users\dhiae\RANZ_kaggle\data\0.5915212631225586__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev377;1.png,0,3.0
10792,C:\Users\dhiae\RANZ_kaggle\data\1.270726203918457__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev300;1.png,0,30.0
11155,C:\Users\dhiae\RANZ_kaggle\data\1.384950041770935__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev201;1.png,0,30.0
13337,C:\Users\dhiae\RANZ_kaggle\data\3.0727999210357666__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev692;1.png,1,20.0
9597,C:\Users\dhiae\RANZ_kaggle\data\0.8952727317810059__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev764;1.png,0,30.0
1689,C:\Users\dhiae\RANZ_kaggle\data\-0.5302000045776367__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev413;1.png,1,6.0
8157,C:\Users\dhiae\RANZ_kaggle\data\0.45964348316192627__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev828;1.png,0,10.0
1287,C:\Users\dhiae\RANZ_kaggle\data\-0.40959998965263367__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev599;1.p,1,20.0
3056,C:\Users\dhiae\RANZ_kaggle\data\-0.9695000052452087__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev291;1.png,1,6.0
6748,C:\Users\dhiae\RANZ_kaggle\data\0.03845389932394028__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev278;1.png,0,10.0
13062,C:\Users\dhiae\RANZ_kaggle\data\2.8334999084472656__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev514;1.png,1,6.0
5223,C:\Users\dhiae\RANZ_kaggle\data\-1.7877000570297241__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev990;1.png,1,6.0
13169,C:\Users\dhiae\RANZ_kaggle\data\2.9254000186920166__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev335;1.png,1,6.0
9762,C:\Users\dhiae\RANZ_kaggle\data\0.9433205127716064__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev168;1.png,0,30.0
913,C:\Users\dhiae\RANZ_kaggle\data\-0.28765130043029785__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev360;1.png,0,10.0
3374,C:\Users\dhiae\RANZ_kaggle\data\-1.0628770589828491__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev324;1.png,0,3.0
11853,C:\Users\dhiae\RANZ_kaggle\data\1.7066999673843384__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev602;1.png,1,6.0
5056,C:\Users\dhiae\RANZ_kaggle\data\-1.6368000507354736__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev873;1.png,1,6.0
11837,C:\Users\dhiae\RANZ_kaggle\data\1.6991000175476074__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev171;1.png,1,1.0
1063,C:\Users\dhiae\RANZ_kaggle\data\-0.3363094627857208__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev200;1.png,0,3.0
9577,C:\Users\dhiae\RANZ_kaggle\data\0.8887327313423157__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev503;1.png,0,10.0
10176,C:\Users\dhiae\RANZ_kaggle\data\1.0673999786376953__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev619;1.png,1,20.0
10147,C:\Users\dhiae\RANZ_kaggle\data\1.0586999654769897__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev940;1.png,1,20.0
8798,C:\Users\dhiae\RANZ_kaggle\data\0.6526433229446411__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev915;1.png,0,10.0
2929,C:\Users\dhiae\RANZ_kaggle\data\-0.9301000237464905__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev219;1.png,1,6.0
9311,C:\Users\dhiae\RANZ_kaggle\data\0.8062139749526978__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev580;1.png,0,30.0
7475,C:\Users\dhiae\RANZ_kaggle\data\0.2590447962284088__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev120;1.png,0,10.0
4656,C:\Users\dhiae\RANZ_kaggle\data\-1.4663000106811523__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev970;1.png,1,20.0
13362,C:\Users\dhiae\RANZ_kaggle\data\3.09879994392395__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev581;1.png,1,6.0
2021,C:\Users\dhiae\RANZ_kaggle\data\-0.6362000107765198__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev386;1.png,1,6.0
2278,C:\Users\dhiae\RANZ_kaggle\data\-0.7269139289855957__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev515;1.png,0,30.0
5491,C:\Users\dhiae\RANZ_kaggle\data\-2.041300058364868__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev682;1.png,1,6.0
11805,C:\Users\dhiae\RANZ_kaggle\data\1.6728999614715576__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev215;1.png,1,6.0
7437,C:\Users\dhiae\RANZ_kaggle\data\0.24791793525218964__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev669;1.png,0,10.0
226,C:\Users\dhiae\RANZ_kaggle\data\-0.07887906581163406__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev646;1.png,0,30.0
9154,C:\Users\dhiae\RANZ_kaggle\data\0.7610999941825867__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev410;1.png,1,20.0
7399,C:\Users\dhiae\RANZ_kaggle\data\0.23771609365940094__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev391;1.png,0,30.0
12257,C:\Users\dhiae\RANZ_kaggle\data\2.0917000770568848__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev922;1.png,1,20.0
12541,C:\Users\dhiae\RANZ_kaggle\data\2.3596999645233154__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev927;1.png,1,20.0
11575,C:\Users\dhiae\RANZ_kaggle\data\1.520300030708313__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev873;1.png,1,20.0
3350,C:\Users\dhiae\RANZ_kaggle\data\-1.0540401935577393__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev440;1.png,0,10.0
7518,C:\Users\dhiae\RANZ_kaggle\data\0.2685999870300293__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev292;1.png,1,20.0
1146,C:\Users\dhiae\RANZ_kaggle\data\-0.3633286654949188__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev364;1.png,0,3.0
8269,C:\Users\dhiae\RANZ_kaggle\data\0.4850451350212097__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev575;1.png,0,3.0
3732,C:\Users\dhiae\RANZ_kaggle\data\-1.1742000579833984__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev588;1.png,1,6.0
10154,C:\Users\dhiae\RANZ_kaggle\data\1.0605000257492065__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev411;1.png,1,6.0
607,C:\Users\dhiae\RANZ_kaggle\data\-0.19110000133514404__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev736;1.png,1,1.0
10289,C:\Users\dhiae\RANZ_kaggle\data\1.1026999950408936__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev942;1.png,1,1.0
7542,C:\Users\dhiae\RANZ_kaggle\data\0.27654269337654114__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev860;1.png,0,10.0
5489,C:\Users\dhiae\RANZ_kaggle\data\-2.038800001144409__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev177;1.png,1,6.0
8683,C:\Users\dhiae\RANZ_kaggle\data\0.6135607361793518__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev112;1.png,0,3.0
6709,C:\Users\dhiae\RANZ_kaggle\data\0.02419999986886978__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev762;1.png,1,1.0
1691,C:\Users\dhiae\RANZ_kaggle\data\-0.5305147171020508__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev936;1.png,0,10.0
1904,C:\Users\dhiae\RANZ_kaggle\data\-0.5973960161209106__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev406;1.png,0,10.0
13331,C:\Users\dhiae\RANZ_kaggle\data\3.0687999725341797__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev372;1.png,1,6.0
171,C:\Users\dhiae\RANZ_kaggle\data\-0.05986974015831947__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev109;1.png,0,3.0
4303,C:\Users\dhiae\RANZ_kaggle\data\-1.351818561553955__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev457;1.png,0,30.0
2895,C:\Users\dhiae\RANZ_kaggle\data\-0.9187102913856506__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev509;1.png,0,3.0
12913,C:\Users\dhiae\RANZ_kaggle\data\2.6912999153137207__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev161;1.png,1,1.0
9797,C:\Users\dhiae\RANZ_kaggle\data\0.9544035792350769__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev620;1.png,0,30.0
7789,C:\Users\dhiae\RANZ_kaggle\data\0.34784138202667236__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev799;1.png,0,30.0
12245,C:\Users\dhiae\RANZ_kaggle\data\2.0852999687194824__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev149;1.png,1,20.0
6870,C:\Users\dhiae\RANZ_kaggle\data\0.07440000027418137__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev887;1.png,1,20.0
6498,C:\Users\dhiae\RANZ_kaggle\data\-3.0213000774383545__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev532;1.png,1,20.0
9846,C:\Users\dhiae\RANZ_kaggle\data\0.9664312601089478__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev460;1.png,0,10.0
9515,C:\Users\dhiae\RANZ_kaggle\data\0.8699050545692444__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev358;1.png,0,10.0
9532,C:\Users\dhiae\RANZ_kaggle\data\0.8750067949295044__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev437;1.png,0,3.0
6426,C:\Users\dhiae\RANZ_kaggle\data\-2.9574999809265137__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev450;1.png,1,20.0
8047,C:\Users\dhiae\RANZ_kaggle\data\0.42737841606140137__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev439;1.png,0,30.0
12535,C:\Users\dhiae\RANZ_kaggle\data\2.3554000854492188__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev118;1.png,1,6.0
11835,C:\Users\dhiae\RANZ_kaggle\data\1.6979000568389893__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev437;1.png,1,1.0
6178,C:\Users\dhiae\RANZ_kaggle\data\-2.7072999477386475__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev794;1.png,1,20.0
3360,C:\Users\dhiae\RANZ_kaggle\data\-1.0573999881744385__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev443;1.png,1,20.0
6661,C:\Users\dhiae\RANZ_kaggle\data\0.010200000368058681__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev920;1.p,1,20.0
11547,C:\Users\dhiae\RANZ_kaggle\data\1.5138672590255737__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev873;1.png,0,10.0
12989,C:\Users\dhiae\RANZ_kaggle\data\2.7704999446868896__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev717;1.png,1,6.0
5490,C:\Users\dhiae\RANZ_kaggle\data\-2.040800094604492__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev869;1.png,1,1.0
4586,C:\Users\dhiae\RANZ_kaggle\data\-1.4452424049377441__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev697;1.png,0,10.0
8551,C:\Users\dhiae\RANZ_kaggle\data\0.5767999887466431__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev707;1.png,1,20.0
10248,C:\Users\dhiae\RANZ_kaggle\data\1.089166522026062__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev730;1.png,0,3.0
1927,C:\Users\dhiae\RANZ_kaggle\data\-0.6052228212356567__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev854;1.png,0,3.0
6393,C:\Users\dhiae\RANZ_kaggle\data\-2.9203999042510986__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev451;1.png,1,6.0
5954,C:\Users\dhiae\RANZ_kaggle\data\-2.4751999378204346__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev628;1.png,1,20.0
8575,C:\Users\dhiae\RANZ_kaggle\data\0.5841810703277588__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev362;1.png,0,10.0
10578,C:\Users\dhiae\RANZ_kaggle\data\1.2039631605148315__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev790;1.png,0,10.0
